NR,RA,DEC,X,Y,V,Age
3000028,84.734322,-69.053833,1137.16,4772.51,20.94,98.0
3000029,84.652260,-69.066582,3844.35,3596.10,20.92,98.0
3000030,84.693710,-69.089920,2477.62,1442.29,20.95,98.0
3000031,84.654381,-69.088493,3773.26,1573.52,20.97,98.0
3000032,84.684883,-69.092041,2768.26,1246.58,20.99,98.0
3000033,84.686989,-69.070442,2699.14,3240.50,21.08,98.0
3000034,84.648750,-69.059647,3960.62,4236.01,21.05,98.0
3000035,84.659363,-69.067741,3610.04,3489.15,21.11,98.0
3000036,84.641609,-69.104126,4192.77,130.53,21.09,98.0
3000037,84.708138,-69.082581,2002.07,2119.75,21.20,98.0
3000038,84.730873,-69.085503,1253.07,1849.81,21.19,98.0
3000039,84.669662,-69.075050,3270.18,2815.00,21.19,98.0
3000040,84.692230,-69.069328,2526.12,3343.11,21.25,98.0
3000041,84.662292,-69.066643,3513.48,3590.35,21.27,98.0
3000042,84.736053,-69.075706,1081.56,2753.55,21.37,98.0
3000043,84.690392,-69.068192,2586.97,3448.01,21.26,98.0
3000044,84.659843,-69.074257,3593.96,2887.92,21.28,98.0
3000045,84.730003,-69.086685,1281.59,1740.21,21.21,98.0
3000046,84.716843,-69.093361,1715.55,1124.61,21.33,98.0
3000047,84.736687,-69.084366,1061.26,1954.26,21.27,98.0
3000048,84.706688,-69.099152,2050.20,589.94,21.47,98.0
3000049,84.691986,-69.080673,2534.34,2295.97,21.39,98.0
3000050,84.709167,-69.076515,1968.03,2679.80,21.49,98.0
3000051,84.699753,-69.074089,2278.35,2903.65,21.38,98.0
3000052,84.728714,-69.084099,1324.17,1979.32,21.42,98.0
3000053,84.760178,-69.091141,288.05,1328.13,21.61,98.0
3000054,84.682602,-69.081596,2843.58,2210.36,21.43,98.0
3000055,84.669289,-69.086823,3282.02,1727.88,21.40,98.0
3000056,84.624809,-69.073494,4748.99,2957.37,21.43,98.0
3000057,84.687302,-69.073753,2688.69,2934.32,21.51,98.0
3000058,84.669914,-69.089127,3261.37,1515.57,21.57,98.0
3000059,84.648880,-69.061310,3956.26,4082.55,21.51,98.0
3000060,84.676987,-69.094749,3028.34,996.84,21.68,98.0
3000061,84.706490,-69.100861,2056.71,432.58,21.62,98.0
3000062,84.699699,-69.077126,2280.11,2623.06,21.64,98.0
3000063,84.626961,-69.071724,4678.20,3120.49,21.68,98.0
3000064,84.703926,-69.071968,2140.51,3099.35,21.77,98.0
3000065,84.691612,-69.082932,2546.69,2087.08,21.71,98.0
3000066,84.723022,-69.085266,1511.74,1871.71,21.71,98.0
3000067,84.685486,-69.080238,2748.47,2335.61,21.78,98.0
3000068,84.726044,-69.076485,1411.63,2682.12,21.85,98.0
3000069,84.752487,-69.084969,540.70,1898.09,21.93,98.0
3000070,84.704979,-69.089676,2106.26,1464.54,21.81,98.0
3000071,84.746666,-69.090569,732.93,1381.77,21.93,98.0
3000072,84.687141,-69.072021,2693.95,3094.15,21.80,98.0
3000073,84.714554,-69.089890,1790.86,1445.01,21.83,98.0
3000074,84.754517,-69.088654,474.27,1558.24,21.91,98.0
3000075,84.742599,-69.095291,867.36,945.69,21.97,98.0
3000076,84.681679,-69.082207,2873.99,2154.35,21.85,98.0
3000077,84.663811,-69.063347,3463.48,3894.68,21.83,98.0
3000078,84.686539,-69.078087,2713.83,2534.47,22.02,98.0
3000079,84.749092,-69.098091,653.66,687.12,21.90,98.0
3000080,84.699646,-69.090332,2282.01,1404.32,22.05,98.0
3000081,84.677223,-69.076782,3021.04,2654.79,21.96,98.0
3000082,84.682823,-69.092804,2836.11,1176.23,21.94,98.0
3000083,84.681534,-69.075378,2878.86,2784.65,21.89,98.0
3000084,84.652023,-69.062317,3852.41,3989.42,22.00,98.0
3000085,84.763702,-69.094566,172.17,1012.04,22.08,98.0
3000086,84.710899,-69.083633,1911.00,2022.10,22.16,98.0
3000087,84.751617,-69.079277,568.87,2423.53,22.15,98.0
3000088,84.653839,-69.071259,3791.97,3164.44,22.18,98.0
3000089,84.702812,-69.077286,2177.49,2608.09,22.28,98.0
3000090,84.668358,-69.065628,3313.43,3684.72,22.38,98.0
3000091,84.748283,-69.087799,679.43,1636.97,22.19,98.0
3000092,84.690094,-69.069382,2596.56,3337.89,22.19,98.0
3000093,84.680855,-69.100769,2900.98,440.79,22.25,98.0
3000094,84.674706,-69.096672,3103.33,819.15,22.18,98.0
3000095,84.736275,-69.067970,1073.84,3467.38,22.28,98.0
3000096,84.753105,-69.093330,521.25,1126.36,22.19,98.0
3000097,84.671967,-69.079735,3194.18,2382.14,22.27,98.0
3000098,84.674606,-69.076393,3107.07,2690.82,22.35,98.0
3000099,84.661919,-69.092255,3524.65,1226.77,22.31,98.0
3000100,84.667419,-69.079742,3343.96,2381.88,22.38,98.0
3000101,84.740929,-69.091164,922.16,1326.66,22.47,98.0
3000102,84.725868,-69.073601,1417.33,2948.25,22.42,98.0
3000103,84.759361,-69.094254,315.32,1040.78,22.56,98.0
3000104,84.755409,-69.092316,445.19,1220.10,22.31,98.0
3000105,84.668625,-69.100952,3303.64,423.67,22.48,98.0
3000106,84.747803,-69.079590,694.66,2394.72,22.59,98.0
3000107,84.676643,-69.076752,3040.07,2657.72,22.45,98.0
3000108,84.726959,-69.067917,1381.06,3472.93,22.50,98.0
3000109,84.658127,-69.068214,3650.85,3445.77,22.66,98.0
3000110,84.682564,-69.099556,2844.63,553.19,22.47,98.0
3000111,84.754707,-69.097710,468.77,721.94,22.61,98.0
3000112,84.679153,-69.074226,2957.33,2890.56,22.43,98.0
3000113,84.735664,-69.091568,1095.46,1289.63,22.65,98.0
3000114,84.738342,-69.098900,1007.83,613.04,22.51,98.0
3000115,84.645096,-69.076950,4079.94,2638.77,22.49,98.0
3000116,84.711464,-69.063339,1891.86,3895.64,22.62,98.0
3000117,84.681183,-69.078568,2890.48,2490.33,22.67,98.0
3000118,84.718819,-69.079887,1650.06,2368.14,22.70,98.0
3000119,84.653519,-69.084763,3801.80,1918.28,22.79,98.0
3000120,84.746712,-69.073257,730.18,2979.38,22.78,98.0
3000121,84.671379,-69.098953,3213.03,608.49,22.79,98.0
3000122,84.680992,-69.080383,2896.63,2322.48,22.77,98.0
3000123,84.736740,-69.077469,1059.21,2591.15,22.84,98.0
3000124,84.659241,-69.090973,3612.90,1344.81,22.83,98.0
3000125,84.685959,-69.078812,2733.01,2467.30,22.81,98.0
3000126,84.637924,-69.094284,4315.06,1038.63,22.87,98.0
3000127,84.739006,-69.094490,985.54,1019.49,23.07,98.0
3000128,84.709961,-69.079613,1941.74,2393.58,23.07,98.0
3000129,84.703438,-69.066727,2156.66,3583.24,23.00,98.0
3000130,84.649597,-69.078842,3931.55,2464.73,23.02,98.0
3000131,84.717239,-69.070320,1701.69,3251.40,23.17,98.0
3000132,84.733391,-69.068398,1169.02,3428.21,23.20,98.0
3000133,84.642387,-69.083076,4168.75,2073.50,23.22,98.0
3000134,84.644196,-69.092369,4108.61,1215.91,23.29,98.0
3000135,84.735886,-69.053688,1085.60,4786.05,23.23,98.0
3000136,84.652992,-69.099358,3818.29,570.59,23.35,98.0
3000137,84.739212,-69.060959,976.31,4114.69,23.55,98.0
3000138,84.647659,-69.077240,3995.34,2612.32,23.82,98.0
3000139,84.643242,-69.084839,4140.37,1910.48,23.86,98.0
